,Territoire,❄️ Source de la mise à jour
5754,6.0,Appel
5755,6.0,
5756,6.0,Appel
5757,6.0,Appel
5758,6.0,Appel
5759,6.0,Appel
5760,6.0,Appel
5761,6.0,Appel
5762,6.0,
5763,6.0,Appel
5764,94.0,Appel
5765,94.0,Appel
5766,94.0,Appel
5767,94.0,Appel
5768,94.0,Appel
5769,94.0,Appel
5770,94.0,Appel
5771,94.0,Appel
5772,94.0,
5773,6.0,Mail
5774,94.0,Appel
5775,94.0,Appel
5776,6.0,
5777,75.0,Internet
5778,67.0,Mail
5779,6.0,Appel
5780,6.0,Appel
5781,78.0,Appel
5782,6.0,
5783,6.0,
5784,92.0,Appel
5785,75.0,Internet
5786,78.0,Coordination
5787,35.0,
5788,75.0,Internet
5789,35.0,
5790,35.0,
5791,35.0,
5792,35.0,
5793,6.0,Coordination
5794,6.0,Coordination
5795,35.0,
5796,6.0,Coordination
5797,35.0,
5798,92.0,
5799,35.0,
5800,75.0,Appel
5801,93.0,
5802,35.0,
5803,35.0,
5804,35.0,
5805,35.0,
5806,35.0,
5807,33.0,
5808,33.0,
5809,78.0,Appel
5810,35.0,
5811,78.0,
5812,78.0,Mail
5813,75.0,Appel
5814,59.0,
5815,92.0,Appel
5816,35.0,
5817,78.0,
5818,35.0,
5819,35.0,
5820,35.0,
5821,67.0,Appel
5822,67.0,Appel
5823,67.0,Appel
5824,35.0,
5825,67.0,Appel
5826,67.0,Appel
5827,93.0,Appel
5828,78.0,
5829,35.0,
5830,35.0,
5831,6.0,
5832,35.0,
5833,35.0,
5834,92.0,Appel
5835,92.0,Appel
5836,44.0,Tchat
5837,44.0,Appel
5838,94.0,Internet
5839,35.0,
5840,35.0,
5841,35.0,
5842,35.0,
5843,35.0,
5844,35.0,
5845,35.0,
5846,35.0,
5847,35.0,
5848,35.0,
5849,35.0,
5850,33.0,
5851,35.0,
5852,94.0,Appel
5853,94.0,Internet
5854,35.0,
5855,44.0,
5856,44.0,
5857,35.0,
5858,94.0,
5859,44.0,
5860,44.0,
5861,35.0,
5862,92.0,Appel
5863,94.0,
5864,35.0,
5865,35.0,
5866,35.0,
5867,35.0,
5868,35.0,
5869,35.0,
5870,35.0,
5871,35.0,
5872,35.0,
5873,35.0,
5874,35.0,
5875,75.0,
5876,35.0,
5877,35.0,
5878,35.0,
5879,35.0,
5880,78.0,Appel
5881,78.0,Internet
5882,78.0,Contact
5883,35.0,
5884,44.0,Appel
5885,93.0,
5886,93.0,
5887,93.0,
5888,92.0,
5889,92.0,
5890,94.0,Appel
5891,94.0,
5892,92.0,
5893,67.0,Appel
5894,67.0,Appel
5895,67.0,Appel
5896,67.0,
5897,67.0,Appel
5898,67.0,
5899,67.0,
5900,92.0,
5901,67.0,Appel
5902,67.0,Appel
5903,67.0,Appel
5904,67.0,
5905,94.0,
5906,94.0,
5907,94.0,
5908,94.0,
5909,92.0,Appel
5910,92.0,Appel
5911,44.0,
5912,92.0,Contact
5913,75.0,Internet
5914,92.0,Contact
5915,92.0,Contact
5916,92.0,Contact
5917,92.0,Contact
5918,92.0,Appel
5919,75.0,Coordination
5920,33.0,
5921,67.0,Appel
5922,33.0,
5923,67.0,Appel
5924,67.0,
5925,67.0,Appel
5926,67.0,
5927,67.0,
5928,67.0,Appel
5929,67.0,
5930,67.0,
5931,94.0,
5932,67.0,
5933,92.0,Appel
5934,92.0,Appel
5935,75.0,Appel
5936,92.0,Appel
5937,92.0,Appel
5938,94.0,Internet
5939,94.0,Internet
5940,94.0,Appel
5941,67.0,Appel
5942,94.0,Internet
5943,94.0,Appel
5944,92.0,Appel
5945,94.0,Appel
5946,92.0,Appel
5947,67.0,Internet
5948,67.0,
5949,94.0,
5950,67.0,
5951,94.0,Appel
5952,94.0,
5953,78.0,
5954,67.0,Mail
5955,67.0,Mail
5956,78.0,Appel
5957,92.0,Internet
5958,78.0,Mail
5959,92.0,Appel
5960,78.0,Appel
5961,78.0,Appel
5962,78.0,
5963,92.0,Appel
5964,67.0,Mail
5965,67.0,Mail
5966,78.0,Appel
5967,78.0,
5968,67.0,
5969,78.0,
5970,92.0,Contact
5971,78.0,Appel
5972,92.0,
5973,92.0,Appel
5974,92.0,
5975,92.0,"Appel,Internet"
5976,67.0,Mail
5977,92.0,Appel
5978,78.0,
5979,67.0,
5980,67.0,Mail
5981,78.0,
5982,78.0,
5983,92.0,
5984,67.0,Mail
5985,78.0,
5986,78.0,
5987,67.0,
5988,92.0,Appel
5989,94.0,
5990,67.0,
5991,94.0,Appel
5992,78.0,
5993,67.0,
5994,78.0,
5995,67.0,Internet
5996,94.0,Appel
5997,44.0,Appel
5998,67.0,Appel
5999,44.0,Appel
6000,92.0,
6001,75.0,Mail
6002,92.0,
6003,78.0,
6004,78.0,
6005,92.0,Appel
6006,92.0,Appel
6007,78.0,
6008,78.0,
6009,78.0,
6010,92.0,Appel
6011,92.0,Appel
6012,92.0,
6013,78.0,
6014,78.0,
6015,92.0,
6016,93.0,
6017,78.0,Appel
6018,78.0,
6019,94.0,Appel
6020,67.0,Appel
6021,67.0,
6022,67.0,Appel
6023,78.0,Appel
6024,67.0,
6025,78.0,Appel
6026,78.0,Appel
6027,78.0,Appel
6028,78.0,
6029,78.0,
6030,93.0,
6031,94.0,Appel
6032,94.0,Appel
6033,75.0,
6034,78.0,
6035,78.0,
6036,78.0,Appel
6037,78.0,Appel
6038,78.0,Appel
6039,78.0,Appel
6040,78.0,Appel
6041,78.0,Appel
6042,92.0,Contact
6043,92.0,Appel
6044,92.0,Contact
6045,92.0,Contact
6046,92.0,Appel
6047,78.0,
6048,92.0,Contact
6049,92.0,
6050,92.0,Contact
6051,92.0,Appel
6052,67.0,Mail
6053,67.0,Appel
6054,78.0,
6055,93.0,Appel
6056,93.0,Appel
6057,93.0,Appel
6058,92.0,Contact
6059,92.0,Contact
6060,92.0,Contact
6061,92.0,Appel
6062,93.0,
6063,92.0,
6064,93.0,
6065,92.0,Appel
6066,92.0,
6067,92.0,Contact
6068,92.0,Appel
6069,92.0,Appel
6070,92.0,
6071,92.0,Contact
6072,67.0,
6073,92.0,Appel
6074,92.0,
6075,92.0,
6076,92.0,
6077,92.0,
6078,92.0,
6079,92.0,
6080,92.0,
6081,92.0,
6082,92.0,
6083,92.0,
6084,92.0,
6085,92.0,
6086,92.0,
6087,67.0,
6088,92.0,
6089,92.0,
6090,78.0,Internet
6091,92.0,Appel
6092,78.0,Internet
6093,78.0,Internet
6094,78.0,Internet
6095,78.0,Internet
6096,78.0,Internet
6097,78.0,Internet
6098,78.0,Internet
6099,78.0,Internet
6100,78.0,Internet
6101,67.0,Appel
6102,67.0,
6103,44.0,
6104,92.0,Internet
6105,92.0,
6106,92.0,Appel
6107,92.0,Appel
6108,67.0,
6109,67.0,Appel
6110,44.0,
6111,75.0,Appel
6112,67.0,
6113,44.0,
6114,67.0,
6115,67.0,Appel
6116,67.0,
6117,67.0,
6118,78.0,
6119,44.0,Appel
6120,67.0,Mail
6121,67.0,Appel
6122,67.0,Appel
6123,67.0,Appel
6124,78.0,
6125,67.0,Appel
6126,92.0,
6127,93.0,
6128,33.0,
6129,33.0,
6130,67.0,
6131,67.0,
6132,78.0,
6133,94.0,Appel
6134,93.0,
6135,93.0,
6136,93.0,
6137,93.0,Appel
6138,93.0,Appel
6139,93.0,
6140,93.0,Appel
6141,93.0,Appel
6142,93.0,Appel
6143,93.0,Appel
6144,93.0,
6145,78.0,Coordination
6146,78.0,Appel
6147,78.0,
6148,78.0,
6149,78.0,Appel
6150,75.0,Internet
6151,93.0,Appel
6152,44.0,
6153,44.0,Internet
6154,44.0,Internet
6155,44.0,Internet
6156,44.0,Internet
6157,44.0,Internet
6158,44.0,Internet
6159,44.0,Internet
6160,44.0,Internet
6161,44.0,Appel
6162,67.0,
6163,67.0,
6164,75.0,
6165,33.0,Appel
6166,93.0,
6167,91.0,Mail
6168,95.0,Appel
6169,95.0,Appel
6170,78.0,Appel
6171,44.0,
6172,93.0,Internet
6173,92.0,Coordination
6174,94.0,Internet
6175,94.0,Internet
6176,92.0,Internet
6177,44.0,Appel
6178,44.0,Appel
6179,92.0,Appel
6180,75.0,Appel
6181,78.0,Appel
6182,44.0,Appel
6183,44.0,
6184,44.0,Appel
6185,44.0,
6186,44.0,
6187,44.0,
6188,44.0,Appel
6189,75.0,Appel
6190,92.0,
6191,44.0,
6192,44.0,Appel
6193,44.0,
6194,44.0,Appel
6195,44.0,
6196,44.0,Appel
6197,44.0,Appel
6198,44.0,Appel
6199,92.0,
6200,92.0,
6201,92.0,
6202,92.0,
6203,92.0,
6204,92.0,
6205,92.0,Appel
6206,75.0,Internet
6207,75.0,
6208,75.0,Appel
6209,75.0,Appel
6210,44.0,Appel
6211,44.0,Appel
6212,44.0,Appel
6213,44.0,Appel
6214,75.0,
6215,44.0,
6216,44.0,Appel
6217,44.0,Appel
6218,44.0,Internet
6219,78.0,
6220,44.0,Tchat
6221,78.0,
6222,78.0,
6223,78.0,
6224,78.0,
6225,78.0,
6226,78.0,
6227,78.0,
6228,44.0,Appel
6229,44.0,Appel
6230,44.0,
6231,44.0,Appel
6232,44.0,Appel
6233,78.0,
6234,44.0,Appel
6235,44.0,
6236,78.0,
6237,75.0,Internet
6238,75.0,Internet
6239,78.0,Appel
6240,75.0,
6241,78.0,Appel
6242,78.0,Appel
6243,78.0,
6244,75.0,Internet
6245,78.0,Appel
6246,78.0,
6247,78.0,
6248,78.0,Internet
6249,78.0,Appel
6250,44.0,
6251,44.0,Appel
6252,75.0,Internet
6253,75.0,Internet
6254,75.0,Internet
6255,78.0,
6256,78.0,
6257,78.0,
6258,78.0,
6259,78.0,
6260,78.0,
6261,78.0,
6262,92.0,
6263,92.0,
6264,78.0,
6265,44.0,
6266,78.0,Appel
6267,78.0,Appel
6268,44.0,
6269,44.0,Appel
6270,44.0,Appel
6271,44.0,Appel
6272,44.0,
6273,75.0,
6274,75.0,
6275,44.0,Appel
6276,44.0,
6277,92.0,Internet
6278,44.0,Appel
6279,92.0,Internet
6280,92.0,Internet
6281,92.0,Internet
6282,44.0,Internet
6283,44.0,
6284,92.0,Appel
6285,92.0,Internet
6286,92.0,Internet
6287,92.0,Internet
6288,92.0,Internet
6289,92.0,Internet
6290,92.0,Internet
6291,92.0,Appel
6292,92.0,Internet
6293,92.0,Internet
6294,92.0,Internet
6295,92.0,Appel
6296,92.0,
6297,75.0,Internet
6298,44.0,Appel
6299,44.0,Appel
6300,44.0,
6301,44.0,Appel
6302,44.0,Appel
6303,44.0,Appel
6304,44.0,Appel
6305,44.0,Appel
6306,92.0,
6307,44.0,Appel
6308,44.0,Appel
6309,44.0,Appel
6310,44.0,Appel
6311,44.0,Appel
6312,44.0,Appel
6313,44.0,Appel
6314,44.0,Appel
6315,44.0,Appel
6316,92.0,Appel
6317,75.0,
6318,75.0,Internet
6319,92.0,Appel
6320,92.0,
6321,92.0,
6322,92.0,
6323,92.0,
6324,92.0,Appel
6325,92.0,Appel
6326,92.0,Appel
6327,92.0,Appel
6328,92.0,Contact
6329,92.0,Appel
6330,75.0,Internet
6331,75.0,Internet
6332,75.0,Internet
6333,93.0,Contact
6334,93.0,Contact
6335,92.0,Appel
6336,92.0,Appel
6337,92.0,Appel
6338,92.0,Appel
6339,92.0,Appel
6340,92.0,Appel
6341,92.0,Appel
6342,92.0,Appel
6343,92.0,Appel
6344,92.0,
6345,92.0,Appel
6346,92.0,Appel
6347,92.0,Mail
6348,92.0,Appel
6349,92.0,
6350,92.0,Appel
6351,92.0,Appel
6352,92.0,Appel
6353,75.0,Internet
6354,75.0,Internet
6355,75.0,Internet
6356,92.0,
6357,92.0,Appel
6358,92.0,
6359,92.0,
6360,92.0,
6361,75.0,Internet
6362,94.0,Appel
6363,94.0,Appel
6364,94.0,Appel
6365,94.0,Appel
6366,94.0,Appel
6367,94.0,Appel
6368,94.0,Appel
6369,94.0,Appel
6370,94.0,Appel
6371,94.0,Appel
6372,94.0,Appel
6373,94.0,Appel
6374,94.0,Appel
6375,75.0,Internet
6376,94.0,Appel
6377,94.0,Appel
6378,94.0,Appel
6379,94.0,Appel
6380,94.0,Appel
6381,94.0,Appel
6382,94.0,Appel
6383,94.0,Appel
6384,94.0,Appel
6385,94.0,Appel
6386,94.0,Appel
6387,94.0,
6388,94.0,Appel
6389,94.0,Appel
6390,94.0,Appel
6391,94.0,Appel
6392,94.0,Appel
6393,94.0,Appel
6394,94.0,Appel
6395,94.0,Appel
6396,94.0,Appel
6397,94.0,Appel
6398,94.0,Appel
6399,94.0,Appel
6400,94.0,Appel
6401,94.0,Appel
6402,94.0,Appel
6403,94.0,Appel
6404,94.0,Appel
6405,94.0,Appel
6406,94.0,Appel
6407,94.0,Appel
6408,94.0,Appel
6409,94.0,Appel
6410,94.0,Appel
6411,94.0,Appel
6412,94.0,Appel
6413,94.0,Appel
6414,94.0,Appel
6415,94.0,Internet
6416,94.0,Appel
6417,94.0,Appel
6418,94.0,Appel
6419,94.0,Appel
6420,94.0,Appel
6421,94.0,Appel
6422,94.0,Appel
6423,94.0,Appel
6424,94.0,Appel
6425,94.0,Appel
6426,75.0,Internet
6427,75.0,Internet
6428,33.0,
6429,94.0,Appel
6430,94.0,Appel
6431,94.0,Appel
6432,33.0,Appel
6433,94.0,Appel
6434,94.0,Appel
6435,33.0,Internet
6436,75.0,Internet
6437,94.0,Appel
6438,33.0,Appel
6439,94.0,Appel
6440,94.0,Appel
6441,33.0,Appel
6442,94.0,Appel
6443,94.0,Appel
6444,94.0,Appel
6445,33.0,Appel
6446,94.0,Appel
6447,94.0,Appel
6448,94.0,
6449,94.0,Appel
6450,94.0,
6451,94.0,Appel
6452,94.0,Appel
6453,94.0,Appel
6454,94.0,Appel
6455,94.0,Appel
6456,94.0,Appel
6457,94.0,Appel
6458,94.0,Appel
6459,94.0,Appel
6460,94.0,Appel
6461,94.0,Appel
6462,94.0,Appel
6463,94.0,Appel
6464,94.0,Appel
6465,94.0,
6466,94.0,Appel
6467,94.0,Appel
6468,94.0,Appel
6469,94.0,Appel
6470,94.0,Appel
6471,94.0,Appel
6472,94.0,Appel
6473,94.0,
6474,94.0,Appel
6475,94.0,Appel
6476,94.0,Internet
6477,94.0,Appel
6478,94.0,Appel
6479,94.0,Appel
6480,94.0,Appel
6481,94.0,Appel
6482,94.0,Appel
6483,75.0,Internet
6484,75.0,Internet
6485,75.0,Internet
6486,75.0,Internet
6487,94.0,Appel
6488,94.0,Appel
6489,94.0,Appel
6490,94.0,Appel
6491,94.0,Mail
6492,44.0,Mail
6493,93.0,
6494,78.0,
6495,78.0,
6496,78.0,
6497,75.0,Internet
6498,94.0,
6499,67.0,Appel
6500,94.0,
6501,67.0,
6502,67.0,
6503,75.0,Appel
6504,75.0,
6505,94.0,
6506,75.0,Internet
6507,93.0,
6508,93.0,
6509,93.0,
6510,75.0,Appel
6511,93.0,
6512,93.0,
6513,93.0,
6514,94.0,
6515,94.0,
6516,94.0,
6517,94.0,
6518,94.0,
6519,94.0,
6520,75.0,
6521,67.0,
6522,75.0,Appel
6523,75.0,
6524,75.0,Mail
6525,75.0,
6526,75.0,
6527,75.0,
6528,75.0,
6529,75.0,Internet
6530,75.0,Internet
6531,75.0,Internet
6532,93.0,
6533,75.0,Internet
6534,75.0,Internet
6535,75.0,
6536,75.0,
6537,75.0,Internet
6538,75.0,Internet
6539,75.0,Internet
6540,75.0,Internet
6541,75.0,Internet
6542,75.0,Internet
6543,75.0,Internet
6544,67.0,
6545,75.0,Internet
6546,75.0,Internet
6547,75.0,Internet
6548,75.0,Internet
6549,75.0,Internet
6550,75.0,
6551,75.0,Internet
6552,75.0,Internet
6553,75.0,Internet
6554,75.0,Internet
6555,93.0,
6556,75.0,Internet
6557,75.0,Internet
6558,75.0,Internet
6559,92.0,Appel
6560,75.0,Internet
6561,75.0,Internet
6562,67.0,Mail
6563,94.0,
6564,92.0,Appel
6565,67.0,Appel
6566,67.0,
6567,67.0,
6568,44.0,Appel
6569,95.0,
6570,95.0,
6571,95.0,Appel
6572,95.0,Appel
6573,95.0,Mail
6574,95.0,Appel
6575,95.0,Appel
6576,94.0,Mail
6577,67.0,
6578,92.0,Appel
6579,92.0,Appel
6580,67.0,Appel
6581,33.0,Appel
6582,93.0,
6583,67.0,Appel
6584,67.0,Appel
6585,67.0,Appel
6586,67.0,Appel
6587,67.0,Appel
6588,92.0,Internet
6589,95.0,Appel
6590,75.0,
6591,78.0,
6592,78.0,
6593,78.0,
6594,78.0,
6595,78.0,
6596,78.0,
6597,78.0,
6598,78.0,
6599,78.0,
6600,78.0,
6601,78.0,
6602,78.0,
6603,78.0,
6604,78.0,
6605,78.0,
6606,78.0,
6607,93.0,
6608,93.0,
6609,95.0,Appel
6610,95.0,
6611,95.0,
6612,95.0,
6613,93.0,
6614,95.0,
6615,95.0,
6616,95.0,
6617,95.0,
6618,95.0,
6619,95.0,
6620,95.0,
6621,95.0,
6622,95.0,
6623,95.0,
6624,95.0,
6625,95.0,
6626,95.0,Appel
6627,95.0,
6628,95.0,
6629,95.0,
6630,95.0,
6631,95.0,
6632,95.0,
6633,95.0,
6634,95.0,
6635,95.0,
6636,95.0,
6637,95.0,
6638,95.0,
6639,95.0,
6640,95.0,
6641,95.0,
6642,95.0,
6643,95.0,
6644,95.0,Appel
6645,95.0,Appel
6646,92.0,
6647,75.0,Appel
6648,92.0,Appel
6649,92.0,
6650,92.0,
6651,92.0,
6652,75.0,Contact
6653,92.0,Appel
6654,92.0,Appel
6655,92.0,Appel
6656,78.0,Internet
6657,78.0,Internet
6658,78.0,Internet
6659,67.0,Appel
6660,78.0,Internet
6661,67.0,Appel
6662,78.0,Internet
6663,67.0,
6664,78.0,Internet
6665,78.0,Internet
6666,78.0,Internet
6667,78.0,Internet
6668,78.0,Internet
6669,92.0,Appel
6670,92.0,Appel
6671,92.0,Appel
6672,93.0,Appel
6673,93.0,Appel
6674,93.0,Appel
6675,93.0,
6676,93.0,Appel
6677,93.0,
6678,93.0,Appel
6679,93.0,
6680,93.0,
6681,93.0,Mail
6682,93.0,
6683,93.0,
6684,93.0,
6685,92.0,Appel
6686,93.0,Appel
6687,75.0,Internet
6688,93.0,
6689,93.0,Appel
6690,75.0,Internet
6691,93.0,Appel
6692,93.0,
6693,93.0,
6694,67.0,
6695,93.0,
6696,93.0,
6697,93.0,
6698,93.0,
6699,93.0,Appel
6700,93.0,
6701,93.0,
6702,78.0,Internet
6703,93.0,
6704,78.0,
6705,78.0,Appel
6706,78.0,
6707,78.0,Appel
6708,78.0,Appel
6709,93.0,
6710,78.0,Appel
6711,93.0,
6712,93.0,
6713,93.0,
6714,93.0,
6715,93.0,
6716,93.0,
6717,78.0,Appel
6718,78.0,Appel
6719,78.0,
6720,78.0,
6721,93.0,
6722,93.0,
6723,77.0,Appel
6724,75.0,Appel
6725,75.0,
6726,67.0,Appel
6727,95.0,Appel
6728,33.0,Appel
6729,75.0,Internet
6730,67.0,
6731,78.0,
6732,75.0,Appel
6733,33.0,
6734,59.0,
6735,75.0,
6736,75.0,
6737,75.0,Appel
6738,44.0,Appel
6739,44.0,Appel
6740,94.0,
6741,75.0,Appel
6742,75.0,Appel
6743,33.0,
6744,33.0,
6745,77.0,Appel
6746,93.0,
6747,93.0,
6748,93.0,
6749,93.0,Appel
6750,93.0,Appel
6751,75.0,Internet
6752,75.0,Internet
6753,75.0,Appel
6754,75.0,Coordination
6755,75.0,Coordination
6756,75.0,
6757,75.0,Appel
6758,75.0,
6759,75.0,Appel
6760,75.0,
6761,75.0,Appel
6762,67.0,
6763,95.0,Mail
6764,95.0,Mail
6765,75.0,
6766,95.0,Appel
6767,95.0,Mail
6768,95.0,Mail
6769,95.0,Mail
6770,95.0,
6771,95.0,Appel
6772,95.0,Mail
6773,95.0,Mail
6774,95.0,Mail
6775,67.0,Appel
6776,95.0,Mail
6777,95.0,Mail
6778,95.0,Mail
6779,67.0,Appel
6780,95.0,
6781,95.0,Appel
6782,67.0,
6783,78.0,
6784,78.0,
6785,78.0,
6786,78.0,Appel
6787,78.0,Appel
6788,78.0,
6789,78.0,Appel
6790,78.0,Appel
6791,78.0,Appel
6792,78.0,
6793,78.0,Appel
6794,78.0,
6795,78.0,Appel
6796,78.0,
6797,78.0,Appel
6798,78.0,
6799,78.0,Appel
6800,78.0,Appel
6801,78.0,Appel
6802,78.0,
6803,78.0,
6804,75.0,Internet
6805,75.0,Internet
6806,78.0,
6807,92.0,Contact
6808,78.0,
6809,75.0,Mail
6810,75.0,Appel
6811,75.0,Internet
6812,75.0,Internet
6813,94.0,
6814,93.0,
6815,93.0,Appel
6816,94.0,
6817,93.0,Appel
6818,75.0,
6819,75.0,Appel
6820,93.0,
6821,95.0,Internet
6822,95.0,
6823,95.0,Internet
6824,95.0,Appel
6825,95.0,Appel
6826,95.0,Appel
6827,95.0,Appel
6828,78.0,
6829,75.0,Internet
6830,93.0,
6831,78.0,
6832,93.0,
6833,93.0,
6834,93.0,
6835,93.0,
6836,75.0,Mail
6837,95.0,Appel
6838,95.0,Appel
6839,95.0,Appel
6840,95.0,
6841,95.0,Appel
6842,95.0,Appel
6843,95.0,Appel
6844,95.0,Appel
6845,95.0,Internet
6846,95.0,
6847,95.0,Appel
6848,95.0,Appel
6849,95.0,Appel
6850,95.0,
6851,95.0,
6852,95.0,
6853,95.0,Appel
6854,95.0,Appel
6855,95.0,Appel
6856,95.0,Appel
6857,95.0,Coordination
6858,95.0,Appel
6859,33.0,Internet
6860,95.0,Appel
6861,33.0,Internet
6862,75.0,
6863,75.0,Appel
6864,95.0,
6865,95.0,
6866,95.0,Appel
6867,95.0,Appel
6868,95.0,Appel
6869,95.0,Appel
6870,95.0,Appel
6871,95.0,Appel
6872,95.0,Appel
6873,95.0,Internet
6874,95.0,Internet
6875,95.0,Appel
6876,78.0,
6877,75.0,Appel
6878,78.0,
6879,75.0,Appel
6880,75.0,Appel
6881,95.0,Appel
6882,95.0,Appel
6883,95.0,Appel
6884,95.0,Appel
6885,95.0,Mail
6886,95.0,Appel
6887,95.0,Appel
6888,95.0,Appel
6889,95.0,
6890,95.0,Appel
6891,95.0,Appel
6892,95.0,
6893,95.0,Appel
6894,95.0,Internet
6895,95.0,
6896,95.0,
6897,95.0,
6898,95.0,
6899,95.0,Appel
6900,95.0,
6901,95.0,
6902,95.0,
6903,95.0,Appel
6904,95.0,Appel
6905,95.0,
6906,95.0,
6907,78.0,
6908,95.0,Internet
6909,95.0,
6910,95.0,Appel
6911,95.0,Appel
6912,95.0,
6913,95.0,
6914,95.0,
6915,95.0,Appel
6916,95.0,
6917,95.0,
6918,44.0,Appel
6919,44.0,Appel
6920,93.0,Appel
6921,78.0,Coordination
6922,95.0,Appel
6923,33.0,Appel
6924,33.0,
6925,78.0,
6926,67.0,
6927,78.0,Appel
6928,78.0,
6929,78.0,Appel
6930,94.0,
6931,94.0,
6932,93.0,
6933,75.0,Appel
6934,91.0,
6935,93.0,
6936,94.0,
6937,94.0,Appel
6938,33.0,Appel
6939,95.0,Appel
6940,75.0,Internet
6941,75.0,Appel
6942,75.0,Appel
6943,75.0,Internet
6944,75.0,Appel
6945,75.0,Internet
6946,75.0,Appel
6947,75.0,Appel
6948,75.0,Internet
6949,75.0,Appel
6950,75.0,Appel
6951,75.0,Internet
6952,75.0,Appel
6953,75.0,Internet
6954,75.0,Internet
6955,75.0,Appel
6956,75.0,Appel
6957,75.0,Internet
6958,75.0,Appel
6959,75.0,Internet
6960,75.0,Appel
6961,75.0,Internet
6962,75.0,Internet
6963,75.0,Appel
6964,75.0,Appel
6965,75.0,Internet
6966,75.0,Appel
6967,75.0,Internet
6968,75.0,Internet
6969,75.0,Appel
6970,75.0,Internet
6971,75.0,Internet
6972,75.0,Internet
6973,75.0,Appel
6974,75.0,Appel
6975,75.0,Appel
6976,75.0,Appel
6977,75.0,Appel
6978,75.0,Appel
6979,75.0,Internet
6980,75.0,Appel
6981,75.0,Internet
6982,75.0,Appel
6983,67.0,
6984,67.0,Appel
6985,75.0,Appel
6986,75.0,Internet
6987,67.0,
6988,75.0,Internet
6989,92.0,
6990,94.0,Appel
6991,92.0,
6992,92.0,
6993,33.0,
6994,33.0,Appel
6995,75.0,Appel
6996,92.0,Appel
6997,92.0,
6998,94.0,Mail
6999,92.0,
7000,78.0,
7001,33.0,Appel
7002,92.0,
7003,92.0,
7004,92.0,Appel
7005,92.0,
7006,92.0,
7007,92.0,Appel
7008,92.0,Appel
7009,92.0,Appel
7010,92.0,
7011,92.0,Appel
7012,92.0,
7013,92.0,
7014,92.0,Appel
7015,92.0,Appel
7016,92.0,Appel
7017,92.0,Appel
7018,92.0,Appel
7019,92.0,
7020,92.0,
7021,92.0,Appel
7022,92.0,
7023,92.0,Contact
7024,92.0,Appel
7025,92.0,
7026,92.0,Appel
7027,92.0,Appel
7028,92.0,Appel
7029,92.0,Appel
7030,92.0,Appel
7031,92.0,Appel
7032,92.0,Appel
7033,92.0,
7034,92.0,
7035,92.0,
7036,92.0,
7037,92.0,
7038,92.0,
7039,92.0,
7040,92.0,Appel
7041,92.0,Appel
7042,75.0,
7043,75.0,Appel
7044,6.0,
7045,94.0,
7046,92.0,
7047,75.0,Appel
7048,75.0,Appel
7049,75.0,Appel
7050,75.0,Appel
7051,75.0,Appel
7052,75.0,Appel
7053,75.0,Appel
7054,67.0,Mail
7055,67.0,
7056,75.0,Mail
7057,93.0,
7058,67.0,Appel
7059,75.0,Appel
7060,75.0,Appel
7061,92.0,Appel
7062,92.0,
7063,92.0,
7064,92.0,Appel
7065,92.0,
7066,92.0,
7067,92.0,Appel
7068,92.0,
7069,92.0,
7070,75.0,Internet
7071,75.0,Internet
7072,75.0,Internet
7073,75.0,Internet
7074,75.0,Internet
7075,75.0,Internet
7076,6.0,Mail
7077,67.0,Appel
7078,92.0,
7079,92.0,
7080,67.0,
7081,92.0,
7082,93.0,
7083,92.0,
7084,92.0,
7085,92.0,Appel
7086,92.0,
7087,92.0,
7088,92.0,
7089,33.0,
7090,67.0,
7091,78.0,Appel
7092,94.0,Appel
7093,33.0,Appel
7094,94.0,
7095,6.0,
7096,6.0,
7097,6.0,
7098,6.0,
7099,6.0,
7100,6.0,
7101,6.0,
7102,6.0,
7103,6.0,
7104,94.0,Appel
7105,94.0,
7106,33.0,
7107,6.0,
7108,6.0,
7109,6.0,
7110,6.0,
7111,6.0,
7112,6.0,
7113,6.0,
7114,6.0,
7115,6.0,
7116,94.0,
7117,6.0,
7118,6.0,
7119,6.0,
7120,6.0,
7121,6.0,
7122,6.0,
7123,6.0,
7124,6.0,
7125,6.0,
7126,6.0,
7127,6.0,
7128,6.0,
7129,92.0,
7130,6.0,
7131,6.0,
7132,6.0,
7133,6.0,
7134,6.0,
7135,6.0,
7136,95.0,Appel
7137,95.0,
7138,95.0,Mail
7139,92.0,
7140,67.0,Appel
7141,6.0,
7142,6.0,
7143,6.0,
7144,6.0,
7145,6.0,
7146,6.0,
7147,95.0,Appel
7148,95.0,Appel
7149,95.0,Appel
7150,95.0,Appel
7151,95.0,Appel
7152,6.0,Appel
7153,6.0,
7154,6.0,
7155,92.0,Appel
7156,6.0,
7157,6.0,
7158,6.0,
7159,6.0,
7160,75.0,
7161,92.0,Appel
7162,33.0,Appel
7163,92.0,
7164,95.0,Coordination
7165,92.0,
7166,33.0,
7167,92.0,
7168,92.0,
7169,92.0,Appel
7170,67.0,
7171,6.0,
7172,92.0,
7173,92.0,
7174,92.0,Appel
7175,92.0,
7176,95.0,
7177,94.0,
7178,92.0,
7179,75.0,Mail
7180,94.0,
7181,75.0,
7182,94.0,
7183,94.0,Appel
7184,92.0,Appel
7185,92.0,
7186,92.0,Appel
7187,67.0,Appel
7188,92.0,
7189,92.0,Appel
